pid,ocr,jpg,chunk count,ignore count,ignore percentage,dictionary count,dictionary percentage (of total),dictionary percentage (of non-ignored)
hale:80143,https://hale.archives.caltech.edu/islandora/object/hale:80143/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:80143/datastream/JPG/view,117,89,76.06837607,10,8.547008547,35.71428571
hale:77865,https://hale.archives.caltech.edu/islandora/object/hale:77865/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:77865/datastream/JPG/view,163,120,73.6196319,14,8.588957055,32.55813953
hale:39392,https://hale.archives.caltech.edu/islandora/object/hale:39392/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:39392/datastream/JPG/view,221,173,78.28054299,19,8.597285068,39.58333333
hale:17413,https://hale.archives.caltech.edu/islandora/object/hale:17413/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:17413/datastream/JPG/view,464,371,79.95689655,40,8.620689655,43.01075269
hale:55123,https://hale.archives.caltech.edu/islandora/object/hale:55123/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:55123/datastream/JPG/view,657,518,78.84322679,57,8.675799087,41.00719424
hale:79769,https://hale.archives.caltech.edu/islandora/object/hale:79769/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:79769/datastream/JPG/view,69,39,56.52173913,6,8.695652174,20
hale:36148,https://hale.archives.caltech.edu/islandora/object/hale:36148/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:36148/datastream/JPG/view,585,475,81.1965812,51,8.717948718,46.36363636
hale:115568,https://hale.archives.caltech.edu/islandora/object/hale:115568/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:115568/datastream/JPG/view,720,556,77.22222222,63,8.75,38.41463415
hale:46697,https://hale.archives.caltech.edu/islandora/object/hale:46697/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:46697/datastream/JPG/view,674,531,78.78338279,59,8.753709199,41.25874126
hale:79208,https://hale.archives.caltech.edu/islandora/object/hale:79208/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:79208/datastream/JPG/view,57,34,59.64912281,5,8.771929825,21.73913043
hale:19293,https://hale.archives.caltech.edu/islandora/object/hale:19293/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:19293/datastream/JPG/view,205,142,69.26829268,18,8.780487805,28.57142857
hale:119592,https://hale.archives.caltech.edu/islandora/object/hale:119592/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:119592/datastream/JPG/view,658,547,83.13069909,58,8.814589666,52.25225225
hale:22612,https://hale.archives.caltech.edu/islandora/object/hale:22612/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:22612/datastream/JPG/view,635,493,77.63779528,56,8.818897638,39.43661972
hale:69085,https://hale.archives.caltech.edu/islandora/object/hale:69085/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:69085/datastream/JPG/view,192,137,71.35416667,17,8.854166667,30.90909091
hale:46986,https://hale.archives.caltech.edu/islandora/object/hale:46986/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:46986/datastream/JPG/view,609,422,69.29392447,54,8.866995074,28.87700535
hale:36954,https://hale.archives.caltech.edu/islandora/object/hale:36954/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:36954/datastream/JPG/view,135,92,68.14814815,12,8.888888889,27.90697674
hale:93168,https://hale.archives.caltech.edu/islandora/object/hale:93168/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:93168/datastream/JPG/view,281,209,74.3772242,25,8.896797153,34.72222222
hale:78206,https://hale.archives.caltech.edu/islandora/object/hale:78206/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:78206/datastream/JPG/view,112,71,63.39285714,10,8.928571429,24.3902439
hale:58208,https://hale.archives.caltech.edu/islandora/object/hale:58208/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:58208/datastream/JPG/view,580,426,73.44827586,52,8.965517241,33.76623377
hale:81881,https://hale.archives.caltech.edu/islandora/object/hale:81881/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:81881/datastream/JPG/view,234,182,77.77777778,21,8.974358974,40.38461538
hale:88620,https://hale.archives.caltech.edu/islandora/object/hale:88620/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:88620/datastream/JPG/view,310,247,79.67741935,28,9.032258065,44.44444444
hale:38461,https://hale.archives.caltech.edu/islandora/object/hale:38461/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:38461/datastream/JPG/view,199,151,75.87939698,18,9.045226131,37.5
hale:57745,https://hale.archives.caltech.edu/islandora/object/hale:57745/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:57745/datastream/JPG/view,618,439,71.03559871,56,9.061488673,31.2849162
hale:79477,https://hale.archives.caltech.edu/islandora/object/hale:79477/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:79477/datastream/JPG/view,77,44,57.14285714,7,9.090909091,21.21212121
hale:51988,https://hale.archives.caltech.edu/islandora/object/hale:51988/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:51988/datastream/JPG/view,77,50,64.93506494,7,9.090909091,25.92592593
hale:118735,https://hale.archives.caltech.edu/islandora/object/hale:118735/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:118735/datastream/JPG/view,110,74,67.27272727,10,9.090909091,27.77777778
hale:111899,https://hale.archives.caltech.edu/islandora/object/hale:111899/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:111899/datastream/JPG/view,66,50,75.75757576,6,9.090909091,37.5
hale:24373,https://hale.archives.caltech.edu/islandora/object/hale:24373/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:24373/datastream/JPG/view,66,51,77.27272727,6,9.090909091,40
hale:57565,https://hale.archives.caltech.edu/islandora/object/hale:57565/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:57565/datastream/JPG/view,208,159,76.44230769,19,9.134615385,38.7755102
hale:86886,https://hale.archives.caltech.edu/islandora/object/hale:86886/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:86886/datastream/JPG/view,164,121,73.7804878,15,9.146341463,34.88372093
hale:67647,https://hale.archives.caltech.edu/islandora/object/hale:67647/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:67647/datastream/JPG/view,1114,928,83.30341113,102,9.156193896,54.83870968
hale:42107,https://hale.archives.caltech.edu/islandora/object/hale:42107/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:42107/datastream/JPG/view,404,327,80.94059406,37,9.158415842,48.05194805
hale:28736,https://hale.archives.caltech.edu/islandora/object/hale:28736/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:28736/datastream/JPG/view,131,87,66.41221374,12,9.160305344,27.27272727
hale:33357,https://hale.archives.caltech.edu/islandora/object/hale:33357/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:33357/datastream/JPG/view,1101,890,80.835604,101,9.173478656,47.86729858
hale:123310,https://hale.archives.caltech.edu/islandora/object/hale:123310/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:123310/datastream/JPG/view,1240,980,79.03225806,114,9.193548387,43.84615385
hale:80532,https://hale.archives.caltech.edu/islandora/object/hale:80532/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:80532/datastream/JPG/view,141,106,75.17730496,13,9.219858156,37.14285714
hale:70962,https://hale.archives.caltech.edu/islandora/object/hale:70962/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:70962/datastream/JPG/view,184,139,75.54347826,17,9.239130435,37.77777778
hale:121938,https://hale.archives.caltech.edu/islandora/object/hale:121938/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:121938/datastream/JPG/view,356,267,75,33,9.269662921,37.07865169
hale:39449,https://hale.archives.caltech.edu/islandora/object/hale:39449/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:39449/datastream/JPG/view,377,231,61.27320955,35,9.283819629,23.97260274
hale:35335,https://hale.archives.caltech.edu/islandora/object/hale:35335/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:35335/datastream/JPG/view,506,397,78.45849802,47,9.288537549,43.11926606
hale:85421,https://hale.archives.caltech.edu/islandora/object/hale:85421/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:85421/datastream/JPG/view,419,333,79.47494033,39,9.307875895,45.34883721
hale:30917,https://hale.archives.caltech.edu/islandora/object/hale:30917/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:30917/datastream/JPG/view,440,290,65.90909091,41,9.318181818,27.33333333
hale:50940,https://hale.archives.caltech.edu/islandora/object/hale:50940/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:50940/datastream/JPG/view,321,234,72.89719626,30,9.345794393,34.48275862
hale:41986,https://hale.archives.caltech.edu/islandora/object/hale:41986/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:41986/datastream/JPG/view,235,185,78.72340426,22,9.361702128,44
hale:48147,https://hale.archives.caltech.edu/islandora/object/hale:48147/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:48147/datastream/JPG/view,363,285,78.51239669,34,9.366391185,43.58974359
hale:58118,https://hale.archives.caltech.edu/islandora/object/hale:58118/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:58118/datastream/JPG/view,64,32,50,6,9.375,18.75
hale:75266,https://hale.archives.caltech.edu/islandora/object/hale:75266/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:75266/datastream/JPG/view,329,266,80.85106383,31,9.422492401,49.20634921
hale:101842,https://hale.archives.caltech.edu/islandora/object/hale:101842/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:101842/datastream/JPG/view,573,452,78.88307155,54,9.42408377,44.62809917
hale:61876,https://hale.archives.caltech.edu/islandora/object/hale:61876/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:61876/datastream/JPG/view,244,191,78.27868852,23,9.426229508,43.39622642
hale:44918,https://hale.archives.caltech.edu/islandora/object/hale:44918/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:44918/datastream/JPG/view,339,259,76.40117994,32,9.439528024,40
hale:60542,https://hale.archives.caltech.edu/islandora/object/hale:60542/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:60542/datastream/JPG/view,614,460,74.91856678,58,9.446254072,37.66233766
hale:32575,https://hale.archives.caltech.edu/islandora/object/hale:32575/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:32575/datastream/JPG/view,888,661,74.43693694,84,9.459459459,37.00440529
hale:23806,https://hale.archives.caltech.edu/islandora/object/hale:23806/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:23806/datastream/JPG/view,243,184,75.72016461,23,9.465020576,38.98305085
hale:66032,https://hale.archives.caltech.edu/islandora/object/hale:66032/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:66032/datastream/JPG/view,1087,856,78.74885005,103,9.475620975,44.58874459
hale:60076,https://hale.archives.caltech.edu/islandora/object/hale:60076/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:60076/datastream/JPG/view,179,140,78.2122905,17,9.497206704,43.58974359
hale:76650,https://hale.archives.caltech.edu/islandora/object/hale:76650/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:76650/datastream/JPG/view,200,138,69,19,9.5,30.64516129
hale:106371,https://hale.archives.caltech.edu/islandora/object/hale:106371/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:106371/datastream/JPG/view,221,159,71.94570136,21,9.502262443,33.87096774
hale:111674,https://hale.archives.caltech.edu/islandora/object/hale:111674/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:111674/datastream/JPG/view,21,15,71.42857143,2,9.523809524,33.33333333
hale:47556,https://hale.archives.caltech.edu/islandora/object/hale:47556/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:47556/datastream/JPG/view,441,321,72.78911565,42,9.523809524,35
hale:66599,https://hale.archives.caltech.edu/islandora/object/hale:66599/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:66599/datastream/JPG/view,294,229,77.89115646,28,9.523809524,43.07692308
hale:80134,https://hale.archives.caltech.edu/islandora/object/hale:80134/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:80134/datastream/JPG/view,973,782,80.36998972,93,9.558067831,48.69109948
hale:47714,https://hale.archives.caltech.edu/islandora/object/hale:47714/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:47714/datastream/JPG/view,638,498,78.05642633,61,9.561128527,43.57142857
hale:48994,https://hale.archives.caltech.edu/islandora/object/hale:48994/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:48994/datastream/JPG/view,438,340,77.62557078,42,9.589041096,42.85714286
hale:35989,https://hale.archives.caltech.edu/islandora/object/hale:35989/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:35989/datastream/JPG/view,198,145,73.23232323,19,9.595959596,35.8490566
hale:54764,https://hale.archives.caltech.edu/islandora/object/hale:54764/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:54764/datastream/JPG/view,302,239,79.13907285,29,9.602649007,46.03174603
hale:93009,https://hale.archives.caltech.edu/islandora/object/hale:93009/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:93009/datastream/JPG/view,530,409,77.16981132,51,9.622641509,42.14876033
hale:38460,https://hale.archives.caltech.edu/islandora/object/hale:38460/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:38460/datastream/JPG/view,332,254,76.5060241,32,9.638554217,41.02564103
hale:34910,https://hale.archives.caltech.edu/islandora/object/hale:34910/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:34910/datastream/JPG/view,280,205,73.21428571,27,9.642857143,36
hale:70171,https://hale.archives.caltech.edu/islandora/object/hale:70171/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:70171/datastream/JPG/view,269,187,69.51672862,26,9.665427509,31.70731707
hale:114417,https://hale.archives.caltech.edu/islandora/object/hale:114417/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:114417/datastream/JPG/view,331,259,78.24773414,32,9.667673716,44.44444444
hale:23647,https://hale.archives.caltech.edu/islandora/object/hale:23647/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:23647/datastream/JPG/view,217,159,73.2718894,21,9.677419355,36.20689655
hale:39969,https://hale.archives.caltech.edu/islandora/object/hale:39969/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:39969/datastream/JPG/view,196,136,69.3877551,19,9.693877551,31.66666667
hale:39747,https://hale.archives.caltech.edu/islandora/object/hale:39747/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:39747/datastream/JPG/view,432,250,57.87037037,42,9.722222222,23.07692308
hale:34408,https://hale.archives.caltech.edu/islandora/object/hale:34408/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:34408/datastream/JPG/view,420,328,78.0952381,41,9.761904762,44.56521739
hale:117375,https://hale.archives.caltech.edu/islandora/object/hale:117375/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:117375/datastream/JPG/view,173,118,68.20809249,17,9.826589595,30.90909091
hale:49139,https://hale.archives.caltech.edu/islandora/object/hale:49139/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:49139/datastream/JPG/view,1729,1396,80.74031232,170,9.83227299,51.05105105
hale:53059,https://hale.archives.caltech.edu/islandora/object/hale:53059/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:53059/datastream/JPG/view,132,98,74.24242424,13,9.848484848,38.23529412
hale:90868,https://hale.archives.caltech.edu/islandora/object/hale:90868/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:90868/datastream/JPG/view,71,44,61.97183099,7,9.85915493,25.92592593
hale:37575,https://hale.archives.caltech.edu/islandora/object/hale:37575/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:37575/datastream/JPG/view,152,113,74.34210526,15,9.868421053,38.46153846
hale:35785,https://hale.archives.caltech.edu/islandora/object/hale:35785/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:35785/datastream/JPG/view,404,299,74.00990099,40,9.900990099,38.0952381
hale:96897,https://hale.archives.caltech.edu/islandora/object/hale:96897/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:96897/datastream/JPG/view,878,658,74.94305239,87,9.908883827,39.54545455
hale:51362,https://hale.archives.caltech.edu/islandora/object/hale:51362/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:51362/datastream/JPG/view,222,105,47.2972973,22,9.90990991,18.8034188
hale:37677,https://hale.archives.caltech.edu/islandora/object/hale:37677/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:37677/datastream/JPG/view,322,242,75.1552795,32,9.937888199,40
hale:122069,https://hale.archives.caltech.edu/islandora/object/hale:122069/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:122069/datastream/JPG/view,572,432,75.52447552,57,9.965034965,40.71428571
hale:88048,https://hale.archives.caltech.edu/islandora/object/hale:88048/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:88048/datastream/JPG/view,391,319,81.58567775,39,9.974424552,54.16666667
hale:114571,https://hale.archives.caltech.edu/islandora/object/hale:114571/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:114571/datastream/JPG/view,431,332,77.03016241,43,9.976798144,43.43434343
hale:14424,https://hale.archives.caltech.edu/islandora/object/hale:14424/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:14424/datastream/JPG/view,20,10,50,2,10,20
hale:60189,https://hale.archives.caltech.edu/islandora/object/hale:60189/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:60189/datastream/JPG/view,480,246,51.25,48,10,20.51282051
hale:85167,https://hale.archives.caltech.edu/islandora/object/hale:85167/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:85167/datastream/JPG/view,100,62,62,10,10,26.31578947
hale:51800,https://hale.archives.caltech.edu/islandora/object/hale:51800/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:51800/datastream/JPG/view,50,35,70,5,10,33.33333333
hale:67665,https://hale.archives.caltech.edu/islandora/object/hale:67665/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:67665/datastream/JPG/view,70,53,75.71428571,7,10,41.17647059
hale:49019,https://hale.archives.caltech.edu/islandora/object/hale:49019/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:49019/datastream/JPG/view,606,458,75.57755776,61,10.0660066,41.21621622
hale:16818,https://hale.archives.caltech.edu/islandora/object/hale:16818/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:16818/datastream/JPG/view,1315,995,75.66539924,133,10.11406844,41.5625
hale:38429,https://hale.archives.caltech.edu/islandora/object/hale:38429/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:38429/datastream/JPG/view,168,75,44.64285714,17,10.11904762,18.27956989
hale:70386,https://hale.archives.caltech.edu/islandora/object/hale:70386/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:70386/datastream/JPG/view,168,118,70.23809524,17,10.11904762,34
hale:44777,https://hale.archives.caltech.edu/islandora/object/hale:44777/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:44777/datastream/JPG/view,326,258,79.14110429,33,10.12269939,48.52941176
hale:39395,https://hale.archives.caltech.edu/islandora/object/hale:39395/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:39395/datastream/JPG/view,237,191,80.5907173,24,10.12658228,52.17391304
hale:49428,https://hale.archives.caltech.edu/islandora/object/hale:49428/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:49428/datastream/JPG/view,355,278,78.30985915,36,10.14084507,46.75324675
hale:37927,https://hale.archives.caltech.edu/islandora/object/hale:37927/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:37927/datastream/JPG/view,452,338,74.77876106,46,10.17699115,40.35087719
hale:75437,https://hale.archives.caltech.edu/islandora/object/hale:75437/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:75437/datastream/JPG/view,137,96,70.0729927,14,10.2189781,34.14634146
hale:46265,https://hale.archives.caltech.edu/islandora/object/hale:46265/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:46265/datastream/JPG/view,459,373,81.26361656,47,10.23965142,54.65116279
hale:51451,https://hale.archives.caltech.edu/islandora/object/hale:51451/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:51451/datastream/JPG/view,1044,843,80.74712644,107,10.24904215,53.23383085
hale:58245,https://hale.archives.caltech.edu/islandora/object/hale:58245/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:58245/datastream/JPG/view,400,309,77.25,41,10.25,45.05494505
hale:48852,https://hale.archives.caltech.edu/islandora/object/hale:48852/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:48852/datastream/JPG/view,751,561,74.70039947,77,10.25299601,40.52631579
hale:41127,https://hale.archives.caltech.edu/islandora/object/hale:41127/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:41127/datastream/JPG/view,39,28,71.79487179,4,10.25641026,36.36363636
hale:79662,https://hale.archives.caltech.edu/islandora/object/hale:79662/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:79662/datastream/JPG/view,234,170,72.64957265,24,10.25641026,37.5
hale:15053,https://hale.archives.caltech.edu/islandora/object/hale:15053/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:15053/datastream/JPG/view,1080,831,76.94444444,111,10.27777778,44.57831325
hale:57821,https://hale.archives.caltech.edu/islandora/object/hale:57821/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:57821/datastream/JPG/view,184,143,77.7173913,19,10.32608696,46.34146341
hale:16976,https://hale.archives.caltech.edu/islandora/object/hale:16976/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:16976/datastream/JPG/view,29,12,41.37931034,3,10.34482759,17.64705882
hale:47519,https://hale.archives.caltech.edu/islandora/object/hale:47519/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:47519/datastream/JPG/view,616,464,75.32467532,64,10.38961039,42.10526316
hale:52992,https://hale.archives.caltech.edu/islandora/object/hale:52992/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:52992/datastream/JPG/view,231,176,76.19047619,24,10.38961039,43.63636364
hale:37232,https://hale.archives.caltech.edu/islandora/object/hale:37232/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:37232/datastream/JPG/view,221,166,75.11312217,23,10.40723982,41.81818182
hale:120230,https://hale.archives.caltech.edu/islandora/object/hale:120230/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:120230/datastream/JPG/view,269,196,72.86245353,28,10.40892193,38.35616438
hale:123951,https://hale.archives.caltech.edu/islandora/object/hale:123951/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:123951/datastream/JPG/view,230,178,77.39130435,24,10.43478261,46.15384615
hale:50864,https://hale.archives.caltech.edu/islandora/object/hale:50864/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:50864/datastream/JPG/view,200,151,75.5,21,10.5,42.85714286
hale:41176,https://hale.archives.caltech.edu/islandora/object/hale:41176/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:41176/datastream/JPG/view,390,288,73.84615385,41,10.51282051,40.19607843
hale:67003,https://hale.archives.caltech.edu/islandora/object/hale:67003/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:67003/datastream/JPG/view,19,10,52.63157895,2,10.52631579,22.22222222
hale:86411,https://hale.archives.caltech.edu/islandora/object/hale:86411/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:86411/datastream/JPG/view,19,12,63.15789474,2,10.52631579,28.57142857
hale:114335,https://hale.archives.caltech.edu/islandora/object/hale:114335/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:114335/datastream/JPG/view,114,88,77.19298246,12,10.52631579,46.15384615
hale:125687,https://hale.archives.caltech.edu/islandora/object/hale:125687/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:125687/datastream/JPG/view,218,171,78.44036697,23,10.55045872,48.93617021
hale:69931,https://hale.archives.caltech.edu/islandora/object/hale:69931/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:69931/datastream/JPG/view,199,163,81.90954774,21,10.55276382,58.33333333
hale:50895,https://hale.archives.caltech.edu/islandora/object/hale:50895/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:50895/datastream/JPG/view,445,358,80.4494382,47,10.56179775,54.02298851
hale:42229,https://hale.archives.caltech.edu/islandora/object/hale:42229/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:42229/datastream/JPG/view,170,135,79.41176471,18,10.58823529,51.42857143
hale:53332,https://hale.archives.caltech.edu/islandora/object/hale:53332/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:53332/datastream/JPG/view,377,296,78.51458886,40,10.61007958,49.38271605
hale:15455,https://hale.archives.caltech.edu/islandora/object/hale:15455/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:15455/datastream/JPG/view,377,304,80.63660477,40,10.61007958,54.79452055
hale:61841,https://hale.archives.caltech.edu/islandora/object/hale:61841/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:61841/datastream/JPG/view,1897,1463,77.12177122,202,10.6483922,46.5437788
hale:76773,https://hale.archives.caltech.edu/islandora/object/hale:76773/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:76773/datastream/JPG/view,244,157,64.3442623,26,10.6557377,29.88505747
hale:45491,https://hale.archives.caltech.edu/islandora/object/hale:45491/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:45491/datastream/JPG/view,412,320,77.66990291,44,10.67961165,47.82608696
hale:22226,https://hale.archives.caltech.edu/islandora/object/hale:22226/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:22226/datastream/JPG/view,28,18,64.28571429,3,10.71428571,30
hale:31478,https://hale.archives.caltech.edu/islandora/object/hale:31478/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:31478/datastream/JPG/view,213,167,78.40375587,23,10.79812207,50
hale:81672,https://hale.archives.caltech.edu/islandora/object/hale:81672/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:81672/datastream/JPG/view,37,18,48.64864865,4,10.81081081,21.05263158
hale:70214,https://hale.archives.caltech.edu/islandora/object/hale:70214/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:70214/datastream/JPG/view,536,415,77.42537313,58,10.82089552,47.9338843
hale:30905,https://hale.archives.caltech.edu/islandora/object/hale:30905/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:30905/datastream/JPG/view,194,146,75.25773196,21,10.82474227,43.75
hale:88423,https://hale.archives.caltech.edu/islandora/object/hale:88423/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:88423/datastream/JPG/view,212,160,75.47169811,23,10.8490566,44.23076923
hale:38039,https://hale.archives.caltech.edu/islandora/object/hale:38039/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:38039/datastream/JPG/view,1859,1490,80.15061861,202,10.86605702,54.74254743
