pid,ocr,jpg,chunk count,ignore count,ignore percentage,dictionary count,dictionary percentage (of total),dictionary percentage (of non-ignored)
hale:118057,https://hale.archives.caltech.edu/islandora/object/hale:118057/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:118057/datastream/JPG/view,266,107,40.22556391,105,39.47368421,66.03773585
hale:90246,https://hale.archives.caltech.edu/islandora/object/hale:90246/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:90246/datastream/JPG/view,152,75,49.34210526,60,39.47368421,77.92207792
hale:92219,https://hale.archives.caltech.edu/islandora/object/hale:92219/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:92219/datastream/JPG/view,134,70,52.23880597,53,39.55223881,82.8125
hale:70826,https://hale.archives.caltech.edu/islandora/object/hale:70826/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:70826/datastream/JPG/view,192,93,48.4375,76,39.58333333,76.76767677
hale:106052,https://hale.archives.caltech.edu/islandora/object/hale:106052/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:106052/datastream/JPG/view,507,253,49.90138067,201,39.64497041,79.13385827
hale:70857,https://hale.archives.caltech.edu/islandora/object/hale:70857/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:70857/datastream/JPG/view,78,29,37.17948718,31,39.74358974,63.26530612
hale:34766,https://hale.archives.caltech.edu/islandora/object/hale:34766/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:34766/datastream/JPG/view,404,139,34.40594059,161,39.85148515,60.75471698
hale:109870,https://hale.archives.caltech.edu/islandora/object/hale:109870/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:109870/datastream/JPG/view,346,154,44.50867052,138,39.88439306,71.875
hale:67841,https://hale.archives.caltech.edu/islandora/object/hale:67841/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:67841/datastream/JPG/view,864,433,50.11574074,345,39.93055556,80.04640371
hale:64371,https://hale.archives.caltech.edu/islandora/object/hale:64371/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:64371/datastream/JPG/view,573,299,52.18150087,229,39.96509599,83.57664234
hale:76043,https://hale.archives.caltech.edu/islandora/object/hale:76043/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:76043/datastream/JPG/view,105,45,42.85714286,42,40,70
hale:69615,https://hale.archives.caltech.edu/islandora/object/hale:69615/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:69615/datastream/JPG/view,155,77,49.67741935,62,40,79.48717949
hale:12121,https://hale.archives.caltech.edu/islandora/object/hale:12121/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:12121/datastream/JPG/view,344,104,30.23255814,138,40.11627907,57.5
hale:112166,https://hale.archives.caltech.edu/islandora/object/hale:112166/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:112166/datastream/JPG/view,613,266,43.39314845,246,40.13050571,70.89337176
hale:101819,https://hale.archives.caltech.edu/islandora/object/hale:101819/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:101819/datastream/JPG/view,886,350,39.503386,356,40.18058691,66.41791045
hale:72563,https://hale.archives.caltech.edu/islandora/object/hale:72563/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:72563/datastream/JPG/view,388,174,44.84536082,156,40.20618557,72.89719626
hale:86597,https://hale.archives.caltech.edu/islandora/object/hale:86597/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:86597/datastream/JPG/view,629,296,47.05882353,253,40.22257552,75.97597598
hale:567,https://hale.archives.caltech.edu/islandora/object/hale:567/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:567/datastream/JPG/view,201,91,45.27363184,81,40.29850746,73.63636364
hale:109167,https://hale.archives.caltech.edu/islandora/object/hale:109167/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:109167/datastream/JPG/view,706,292,41.35977337,285,40.36827195,68.84057971
hale:44340,https://hale.archives.caltech.edu/islandora/object/hale:44340/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:44340/datastream/JPG/view,153,62,40.52287582,62,40.52287582,68.13186813
hale:11939,https://hale.archives.caltech.edu/islandora/object/hale:11939/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:11939/datastream/JPG/view,111,34,30.63063063,45,40.54054054,58.44155844
hale:69546,https://hale.archives.caltech.edu/islandora/object/hale:69546/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:69546/datastream/JPG/view,148,65,43.91891892,60,40.54054054,72.28915663
hale:99869,https://hale.archives.caltech.edu/islandora/object/hale:99869/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:99869/datastream/JPG/view,32,6,18.75,13,40.625,50
hale:93188,https://hale.archives.caltech.edu/islandora/object/hale:93188/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:93188/datastream/JPG/view,160,71,44.375,65,40.625,73.03370787
hale:59191,https://hale.archives.caltech.edu/islandora/object/hale:59191/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:59191/datastream/JPG/view,96,48,50,39,40.625,81.25
hale:75762,https://hale.archives.caltech.edu/islandora/object/hale:75762/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:75762/datastream/JPG/view,118,59,50,48,40.6779661,81.3559322
hale:80858,https://hale.archives.caltech.edu/islandora/object/hale:80858/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:80858/datastream/JPG/view,258,113,43.79844961,105,40.69767442,72.4137931
hale:43623,https://hale.archives.caltech.edu/islandora/object/hale:43623/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:43623/datastream/JPG/view,253,106,41.8972332,103,40.71146245,70.06802721
hale:31038,https://hale.archives.caltech.edu/islandora/object/hale:31038/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:31038/datastream/JPG/view,378,115,30.42328042,154,40.74074074,58.55513308
hale:89945,https://hale.archives.caltech.edu/islandora/object/hale:89945/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:89945/datastream/JPG/view,784,387,49.3622449,320,40.81632653,80.60453401
hale:121791,https://hale.archives.caltech.edu/islandora/object/hale:121791/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:121791/datastream/JPG/view,186,80,43.01075269,76,40.86021505,71.69811321
hale:83218,https://hale.archives.caltech.edu/islandora/object/hale:83218/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:83218/datastream/JPG/view,230,92,40,94,40.86956522,68.11594203
hale:16560,https://hale.archives.caltech.edu/islandora/object/hale:16560/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:16560/datastream/JPG/view,247,113,45.74898785,101,40.89068826,75.37313433
hale:121289,https://hale.archives.caltech.edu/islandora/object/hale:121289/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:121289/datastream/JPG/view,61,26,42.62295082,25,40.98360656,71.42857143
hale:17425,https://hale.archives.caltech.edu/islandora/object/hale:17425/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:17425/datastream/JPG/view,195,79,40.51282051,80,41.02564103,68.96551724
hale:14837,https://hale.archives.caltech.edu/islandora/object/hale:14837/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:14837/datastream/JPG/view,224,55,24.55357143,92,41.07142857,54.43786982
hale:104046,https://hale.archives.caltech.edu/islandora/object/hale:104046/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:104046/datastream/JPG/view,297,68,22.8956229,122,41.07744108,53.27510917
hale:89483,https://hale.archives.caltech.edu/islandora/object/hale:89483/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:89483/datastream/JPG/view,192,85,44.27083333,79,41.14583333,73.8317757
hale:29525,https://hale.archives.caltech.edu/islandora/object/hale:29525/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:29525/datastream/JPG/view,17,5,29.41176471,7,41.17647059,58.33333333
hale:121917,https://hale.archives.caltech.edu/islandora/object/hale:121917/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:121917/datastream/JPG/view,170,83,48.82352941,70,41.17647059,80.45977011
hale:46657,https://hale.archives.caltech.edu/islandora/object/hale:46657/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:46657/datastream/JPG/view,325,110,33.84615385,134,41.23076923,62.3255814
hale:81997,https://hale.archives.caltech.edu/islandora/object/hale:81997/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:81997/datastream/JPG/view,329,99,30.09118541,136,41.33738602,59.13043478
hale:31244,https://hale.archives.caltech.edu/islandora/object/hale:31244/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:31244/datastream/JPG/view,677,269,39.73412112,280,41.35893648,68.62745098
hale:45039,https://hale.archives.caltech.edu/islandora/object/hale:45039/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:45039/datastream/JPG/view,804,383,47.63681592,333,41.41791045,79.09738717
hale:82584,https://hale.archives.caltech.edu/islandora/object/hale:82584/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:82584/datastream/JPG/view,140,51,36.42857143,58,41.42857143,65.16853933
hale:41030,https://hale.archives.caltech.edu/islandora/object/hale:41030/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:41030/datastream/JPG/view,70,31,44.28571429,29,41.42857143,74.35897436
hale:115375,https://hale.archives.caltech.edu/islandora/object/hale:115375/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:115375/datastream/JPG/view,270,115,42.59259259,112,41.48148148,72.25806452
hale:15869,https://hale.archives.caltech.edu/islandora/object/hale:15869/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:15869/datastream/JPG/view,106,48,45.28301887,44,41.50943396,75.86206897
hale:120132,https://hale.archives.caltech.edu/islandora/object/hale:120132/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:120132/datastream/JPG/view,467,223,47.751606,194,41.54175589,79.50819672
hale:75613,https://hale.archives.caltech.edu/islandora/object/hale:75613/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:75613/datastream/JPG/view,214,78,36.44859813,89,41.58878505,65.44117647
hale:87516,https://hale.archives.caltech.edu/islandora/object/hale:87516/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:87516/datastream/JPG/view,250,118,47.2,104,41.6,78.78787879
hale:104720,https://hale.archives.caltech.edu/islandora/object/hale:104720/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:104720/datastream/JPG/view,1222,632,51.71849427,512,41.898527,86.77966102
hale:108288,https://hale.archives.caltech.edu/islandora/object/hale:108288/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:108288/datastream/JPG/view,105,39,37.14285714,44,41.9047619,66.66666667
hale:53513,https://hale.archives.caltech.edu/islandora/object/hale:53513/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:53513/datastream/JPG/view,291,126,43.29896907,122,41.92439863,73.93939394
hale:102355,https://hale.archives.caltech.edu/islandora/object/hale:102355/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:102355/datastream/JPG/view,155,63,40.64516129,65,41.93548387,70.65217391
hale:14969,https://hale.archives.caltech.edu/islandora/object/hale:14969/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:14969/datastream/JPG/view,112,28,25,47,41.96428571,55.95238095
hale:102783,https://hale.archives.caltech.edu/islandora/object/hale:102783/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:102783/datastream/JPG/view,252,89,35.31746032,106,42.06349206,65.03067485
hale:79724,https://hale.archives.caltech.edu/islandora/object/hale:79724/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:79724/datastream/JPG/view,668,198,29.64071856,281,42.06586826,59.78723404
hale:50696,https://hale.archives.caltech.edu/islandora/object/hale:50696/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:50696/datastream/JPG/view,183,93,50.81967213,77,42.07650273,85.55555556
hale:107341,https://hale.archives.caltech.edu/islandora/object/hale:107341/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:107341/datastream/JPG/view,537,214,39.85102421,226,42.08566108,69.96904025
hale:18631,https://hale.archives.caltech.edu/islandora/object/hale:18631/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:18631/datastream/JPG/view,121,60,49.58677686,51,42.14876033,83.60655738
hale:106707,https://hale.archives.caltech.edu/islandora/object/hale:106707/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:106707/datastream/JPG/view,506,217,42.88537549,214,42.29249012,74.04844291
hale:101199,https://hale.archives.caltech.edu/islandora/object/hale:101199/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:101199/datastream/JPG/view,26,9,34.61538462,11,42.30769231,64.70588235
hale:44853,https://hale.archives.caltech.edu/islandora/object/hale:44853/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:44853/datastream/JPG/view,262,65,24.80916031,111,42.36641221,56.34517766
hale:121700,https://hale.archives.caltech.edu/islandora/object/hale:121700/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:121700/datastream/JPG/view,132,51,38.63636364,56,42.42424242,69.13580247
hale:69739,https://hale.archives.caltech.edu/islandora/object/hale:69739/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:69739/datastream/JPG/view,384,165,42.96875,163,42.44791667,74.42922374
hale:47282,https://hale.archives.caltech.edu/islandora/object/hale:47282/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:47282/datastream/JPG/view,292,122,41.78082192,124,42.46575342,72.94117647
hale:92609,https://hale.archives.caltech.edu/islandora/object/hale:92609/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:92609/datastream/JPG/view,259,74,28.57142857,110,42.47104247,59.45945946
hale:72861,https://hale.archives.caltech.edu/islandora/object/hale:72861/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:72861/datastream/JPG/view,153,64,41.83006536,65,42.48366013,73.03370787
hale:88913,https://hale.archives.caltech.edu/islandora/object/hale:88913/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:88913/datastream/JPG/view,120,42,35,51,42.5,65.38461538
hale:32815,https://hale.archives.caltech.edu/islandora/object/hale:32815/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:32815/datastream/JPG/view,237,98,41.35021097,101,42.61603376,72.6618705
hale:82653,https://hale.archives.caltech.edu/islandora/object/hale:82653/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:82653/datastream/JPG/view,75,23,30.66666667,32,42.66666667,61.53846154
hale:31440,https://hale.archives.caltech.edu/islandora/object/hale:31440/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:31440/datastream/JPG/view,400,116,29,171,42.75,60.21126761
hale:117155,https://hale.archives.caltech.edu/islandora/object/hale:117155/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:117155/datastream/JPG/view,370,137,37.02702703,159,42.97297297,68.24034335
hale:123902,https://hale.archives.caltech.edu/islandora/object/hale:123902/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:123902/datastream/JPG/view,370,160,43.24324324,159,42.97297297,75.71428571
hale:33651,https://hale.archives.caltech.edu/islandora/object/hale:33651/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:33651/datastream/JPG/view,274,127,46.35036496,118,43.06569343,80.27210884
hale:46163,https://hale.archives.caltech.edu/islandora/object/hale:46163/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:46163/datastream/JPG/view,65,22,33.84615385,28,43.07692308,65.11627907
hale:60136,https://hale.archives.caltech.edu/islandora/object/hale:60136/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:60136/datastream/JPG/view,383,132,34.46475196,165,43.08093995,65.73705179
hale:88697,https://hale.archives.caltech.edu/islandora/object/hale:88697/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:88697/datastream/JPG/view,225,94,41.77777778,97,43.11111111,74.04580153
hale:47485,https://hale.archives.caltech.edu/islandora/object/hale:47485/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:47485/datastream/JPG/view,190,80,42.10526316,82,43.15789474,74.54545455
hale:48154,https://hale.archives.caltech.edu/islandora/object/hale:48154/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:48154/datastream/JPG/view,199,87,43.71859296,86,43.2160804,76.78571429
hale:112409,https://hale.archives.caltech.edu/islandora/object/hale:112409/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:112409/datastream/JPG/view,1050,374,35.61904762,454,43.23809524,67.15976331
hale:70281,https://hale.archives.caltech.edu/islandora/object/hale:70281/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:70281/datastream/JPG/view,275,127,46.18181818,119,43.27272727,80.40540541
hale:100170,https://hale.archives.caltech.edu/islandora/object/hale:100170/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:100170/datastream/JPG/view,171,49,28.65497076,74,43.2748538,60.6557377
hale:89964,https://hale.archives.caltech.edu/islandora/object/hale:89964/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:89964/datastream/JPG/view,836,406,48.5645933,362,43.30143541,84.18604651
hale:58487,https://hale.archives.caltech.edu/islandora/object/hale:58487/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:58487/datastream/JPG/view,381,161,42.25721785,165,43.30708661,75
hale:82006,https://hale.archives.caltech.edu/islandora/object/hale:82006/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:82006/datastream/JPG/view,189,58,30.68783069,82,43.38624339,62.59541985
hale:71116,https://hale.archives.caltech.edu/islandora/object/hale:71116/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:71116/datastream/JPG/view,504,209,41.46825397,219,43.45238095,74.23728814
hale:32120,https://hale.archives.caltech.edu/islandora/object/hale:32120/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:32120/datastream/JPG/view,115,43,37.39130435,50,43.47826087,69.44444444
hale:46654,https://hale.archives.caltech.edu/islandora/object/hale:46654/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:46654/datastream/JPG/view,345,136,39.42028986,150,43.47826087,71.77033493
hale:90772,https://hale.archives.caltech.edu/islandora/object/hale:90772/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:90772/datastream/JPG/view,349,167,47.85100287,152,43.5530086,83.51648352
hale:44001,https://hale.archives.caltech.edu/islandora/object/hale:44001/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:44001/datastream/JPG/view,443,199,44.92099323,193,43.56659142,79.09836066
hale:110877,https://hale.archives.caltech.edu/islandora/object/hale:110877/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:110877/datastream/JPG/view,234,59,25.21367521,102,43.58974359,58.28571429
hale:71657,https://hale.archives.caltech.edu/islandora/object/hale:71657/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:71657/datastream/JPG/view,78,26,33.33333333,34,43.58974359,65.38461538
hale:78548,https://hale.archives.caltech.edu/islandora/object/hale:78548/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:78548/datastream/JPG/view,126,57,45.23809524,55,43.65079365,79.71014493
hale:117589,https://hale.archives.caltech.edu/islandora/object/hale:117589/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:117589/datastream/JPG/view,238,94,39.49579832,104,43.69747899,72.22222222
hale:110321,https://hale.archives.caltech.edu/islandora/object/hale:110321/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:110321/datastream/JPG/view,48,19,39.58333333,21,43.75,72.4137931
hale:55121,https://hale.archives.caltech.edu/islandora/object/hale:55121/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:55121/datastream/JPG/view,64,26,40.625,28,43.75,73.68421053
hale:106712,https://hale.archives.caltech.edu/islandora/object/hale:106712/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:106712/datastream/JPG/view,448,186,41.51785714,196,43.75,74.80916031
hale:42065,https://hale.archives.caltech.edu/islandora/object/hale:42065/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:42065/datastream/JPG/view,297,98,32.996633,130,43.77104377,65.32663317
hale:91720,https://hale.archives.caltech.edu/islandora/object/hale:91720/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:91720/datastream/JPG/view,57,25,43.85964912,25,43.85964912,78.125
hale:65695,https://hale.archives.caltech.edu/islandora/object/hale:65695/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:65695/datastream/JPG/view,305,141,46.2295082,134,43.93442623,81.70731707
hale:81546,https://hale.archives.caltech.edu/islandora/object/hale:81546/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:81546/datastream/JPG/view,357,158,44.25770308,157,43.97759104,78.89447236
hale:89980,https://hale.archives.caltech.edu/islandora/object/hale:89980/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:89980/datastream/JPG/view,766,367,47.91122715,337,43.99477807,84.46115288
hale:101983,https://hale.archives.caltech.edu/islandora/object/hale:101983/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:101983/datastream/JPG/view,209,91,43.54066986,92,44.01913876,77.96610169
hale:89993,https://hale.archives.caltech.edu/islandora/object/hale:89993/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:89993/datastream/JPG/view,863,368,42.6419467,380,44.03244496,76.76767677
hale:119362,https://hale.archives.caltech.edu/islandora/object/hale:119362/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:119362/datastream/JPG/view,84,30,35.71428571,37,44.04761905,68.51851852
hale:83006,https://hale.archives.caltech.edu/islandora/object/hale:83006/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:83006/datastream/JPG/view,34,10,29.41176471,15,44.11764706,62.5
hale:12050,https://hale.archives.caltech.edu/islandora/object/hale:12050/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:12050/datastream/JPG/view,102,38,37.25490196,45,44.11764706,70.3125
hale:110161,https://hale.archives.caltech.edu/islandora/object/hale:110161/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:110161/datastream/JPG/view,102,47,46.07843137,45,44.11764706,81.81818182
hale:54327,https://hale.archives.caltech.edu/islandora/object/hale:54327/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:54327/datastream/JPG/view,369,94,25.47425474,163,44.17344173,59.27272727
hale:66221,https://hale.archives.caltech.edu/islandora/object/hale:66221/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:66221/datastream/JPG/view,262,116,44.27480916,116,44.27480916,79.45205479
hale:19218,https://hale.archives.caltech.edu/islandora/object/hale:19218/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:19218/datastream/JPG/view,124,48,38.70967742,55,44.35483871,72.36842105
hale:103404,https://hale.archives.caltech.edu/islandora/object/hale:103404/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:103404/datastream/JPG/view,151,56,37.08609272,67,44.37086093,70.52631579
hale:89283,https://hale.archives.caltech.edu/islandora/object/hale:89283/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:89283/datastream/JPG/view,36,7,19.44444444,16,44.44444444,55.17241379
hale:33665,https://hale.archives.caltech.edu/islandora/object/hale:33665/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:33665/datastream/JPG/view,54,22,40.74074074,24,44.44444444,75
hale:51942,https://hale.archives.caltech.edu/islandora/object/hale:51942/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:51942/datastream/JPG/view,211,92,43.60189573,94,44.54976303,78.99159664
hale:103381,https://hale.archives.caltech.edu/islandora/object/hale:103381/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:103381/datastream/JPG/view,184,78,42.39130435,82,44.56521739,77.35849057
hale:120501,https://hale.archives.caltech.edu/islandora/object/hale:120501/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:120501/datastream/JPG/view,258,107,41.47286822,115,44.57364341,76.1589404
hale:101040,https://hale.archives.caltech.edu/islandora/object/hale:101040/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:101040/datastream/JPG/view,511,181,35.42074364,228,44.6183953,69.09090909
hale:18337,https://hale.archives.caltech.edu/islandora/object/hale:18337/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:18337/datastream/JPG/view,141,65,46.09929078,63,44.68085106,82.89473684
hale:92831,https://hale.archives.caltech.edu/islandora/object/hale:92831/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:92831/datastream/JPG/view,134,55,41.04477612,60,44.7761194,75.94936709
hale:78688,https://hale.archives.caltech.edu/islandora/object/hale:78688/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:78688/datastream/JPG/view,212,93,43.86792453,95,44.81132075,79.83193277
hale:91535,https://hale.archives.caltech.edu/islandora/object/hale:91535/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:91535/datastream/JPG/view,270,109,40.37037037,121,44.81481481,75.1552795
hale:105268,https://hale.archives.caltech.edu/islandora/object/hale:105268/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:105268/datastream/JPG/view,87,34,39.08045977,39,44.82758621,73.58490566
hale:116949,https://hale.archives.caltech.edu/islandora/object/hale:116949/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:116949/datastream/JPG/view,254,111,43.7007874,114,44.88188976,79.72027972
hale:45292,https://hale.archives.caltech.edu/islandora/object/hale:45292/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:45292/datastream/JPG/view,372,95,25.53763441,167,44.89247312,60.28880866
hale:122578,https://hale.archives.caltech.edu/islandora/object/hale:122578/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:122578/datastream/JPG/view,372,134,36.02150538,167,44.89247312,70.16806723
hale:122763,https://hale.archives.caltech.edu/islandora/object/hale:122763/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:122763/datastream/JPG/view,69,29,42.02898551,31,44.92753623,77.5
hale:35113,https://hale.archives.caltech.edu/islandora/object/hale:35113/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:35113/datastream/JPG/view,169,66,39.05325444,76,44.9704142,73.78640777
hale:123708,https://hale.archives.caltech.edu/islandora/object/hale:123708/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:123708/datastream/JPG/view,209,81,38.75598086,94,44.97607656,73.4375
hale:57310,https://hale.archives.caltech.edu/islandora/object/hale:57310/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:57310/datastream/JPG/view,249,65,26.10441767,112,44.97991968,60.86956522
hale:123269,https://hale.archives.caltech.edu/islandora/object/hale:123269/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:123269/datastream/JPG/view,409,178,43.5207824,185,45.23227384,80.08658009
hale:70567,https://hale.archives.caltech.edu/islandora/object/hale:70567/datastream/OCR/view,https://hale.archives.caltech.edu/islandora/object/hale:70567/datastream/JPG/view,179,65,36.31284916,81,45.25139665,71.05263158
